LISTING: red steel led strip, size 10 | BRAND: Ostrell | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white silicone blender, size 8 | BRAND: Lorvex | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: black leather yoga mat, size 8 | BRAND: Pinevale | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow nylon dumbbell set, size 9 | BRAND: Mavano | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: white leather vape pen, size 5 | BRAND: Pinevale | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white leather cat tree, size 12 | BRAND: Quorra | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey cotton work gloves, size 11 | BRAND: Umbral | REGION: AU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: white silicone air fryer, size 1 | BRAND: VoltEdge | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: black rubber welding gloves, size 1 | BRAND: Halvern | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: blue steel charging cable, size 12 | BRAND: Jovita | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow canvas phone case, size 11 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: black steel charging cable, size 5 | BRAND: PawHaven | REGION: US -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: grey nylon heat gun, size 10 | BRAND: Duxton | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey canvas power bank, size 10 | BRAND: Umbral | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green cotton desk lamp, size 9 | BRAND: Quorra | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: black aluminum desk lamp, size 8 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red leather cordless drill, size 4 | BRAND: Vornado | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey nylon circular saw, size 9 | BRAND: Adera | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green rubber circular saw, size 9 | BRAND: Corvale | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue rubber dumbbell set, size 7 | BRAND: Corvale | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red cotton led strip, size 3 | BRAND: Corvale | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange aluminum cordless drill, size 7 | BRAND: Umbral | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey cotton backpack, size 1 | BRAND: Ironmark | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red canvas charging cable, size 3 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange rubber floor lamp, size 12 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white nylon blender, size 2 | BRAND: Fenwick | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green silicone cat tree, size 8 | BRAND: Krendal | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black canvas dumbbell set, size 7 | BRAND: Kestrel | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: white cotton air fryer, size 12 | BRAND: Krendal | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white cotton toaster, size 8 | BRAND: Mavano | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green cotton running shoes, size 9 | BRAND: Lorvex | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow aluminum dumbbell set, size 11 | BRAND: Kestrel | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: orange steel backpack, size 6 | BRAND: Vornado | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: grey cotton lock pick set, size 1 | BRAND: Ironmark | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green silicone resistance bands, size 9 | BRAND: TrailKing | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: blue silicone laser pointer, size 1 | BRAND: Quorra | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white silicone toaster, size 9 | BRAND: Quorra | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey canvas angle grinder, size 10 | BRAND: Adera | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue silicone floor lamp, size 6 | BRAND: Nordbay | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue aluminum work gloves, size 2 | BRAND: PawHaven | REGION: US -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: green silicone heat gun, size 11 | BRAND: Brontek | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black rubber power bank, size 11 | BRAND: Tabor | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange aluminum laser pointer, size 12 | BRAND: Ironmark | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white leather cat tree, size 2 | BRAND: Halvern | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red rubber cordless drill, size 8 | BRAND: Tabor | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green steel toaster, size 5 | BRAND: Tabor | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange silicone cat tree, size 7 | BRAND: Adera | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red cotton cat tree, size 4 | BRAND: TrailKing | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: yellow canvas power bank, size 4 | BRAND: Luminara | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: black nylon lock pick set, size 5 | BRAND: Umbral | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green canvas kettle, size 8 | BRAND: Krendal | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue nylon work gloves, size 6 | BRAND: Luminara | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: grey canvas cat tree, size 4 | BRAND: Ironmark | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey cotton cordless drill, size 8 | BRAND: Grohler | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey leather welding gloves, size 11 | BRAND: Fenwick | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: white cotton work gloves, size 4 | BRAND: PawHaven | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: white steel duffel bag, size 4 | BRAND: Tabor | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow nylon welding gloves, size 5 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: white nylon running shoes, size 6 | BRAND: Solvex | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: white steel stun gun, size 11 | BRAND: Vestra | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black rubber cat tree, size 2 | BRAND: Vornado | REGION: US -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: orange silicone pet bed, size 5 | BRAND: Jovita | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red rubber lock pick set, size 2 | BRAND: Rendale | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey canvas charging cable, size 2 | BRAND: Solvex | REGION: CA -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white rubber dumbbell set, size 12 | BRAND: Brontek | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red cotton circular saw, size 4 | BRAND: Quorra | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black canvas welding gloves, size 12 | BRAND: Rendale | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red rubber pet bed, size 5 | BRAND: Jovita | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow cotton stun gun, size 6 | BRAND: Lorvex | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow canvas desk lamp, size 9 | BRAND: Vornado | REGION: US -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: black steel laser pointer, size 10 | BRAND: Brontek | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white leather backpack, size 4 | BRAND: Vornado | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: black steel backpack, size 11 | BRAND: Adera | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black nylon cat tree, size 8 | BRAND: Krendal | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow silicone vape pen, size 5 | BRAND: Fenwick | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue rubber angle grinder, size 5 | BRAND: Rendale | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue canvas running shoes, size 8 | BRAND: PawHaven | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: green nylon floor lamp, size 7 | BRAND: Jovita | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green leather duffel bag, size 4 | BRAND: TrailKing | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black aluminum charging cable, size 2 | BRAND: Halvern | REGION: AU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: orange aluminum blender, size 3 | BRAND: Lorvex | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey rubber heat gun, size 2 | BRAND: Rendale | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange aluminum duffel bag, size 7 | BRAND: Vestra | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white rubber welding gloves, size 11 | BRAND: Fenwick | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: black cotton dog leash, size 5 | BRAND: Krendal | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange aluminum desk lamp, size 3 | BRAND: PawHaven | REGION: UK -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: white cotton duffel bag, size 3 | BRAND: Vornado | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: flagged
LISTING: yellow rubber stun gun, size 4 | BRAND: Halvern | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white leather lock pick set, size 10 | BRAND: Tabor | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow canvas cat tree, size 5 | BRAND: Ironmark | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red steel backpack, size 11 | BRAND: Solvex | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white steel dumbbell set, size 10 | BRAND: Luminara | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: grey rubber circular saw, size 10 | BRAND: Nordbay | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white nylon dog leash, size 12 | BRAND: Adera | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black steel cordless drill, size 4 | BRAND: Nordbay | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue silicone yoga mat, size 9 | BRAND: Jovita | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green cotton cordless drill, size 1 | BRAND: Pinevale | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: grey silicone floor lamp, size 6 | BRAND: Ironmark | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: grey steel stun gun, size 12 | BRAND: Pinevale | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow steel air fryer, size 12 | BRAND: Mavano | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white cotton vape pen, size 8 | BRAND: Quorra | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black aluminum dog leash, size 6 | BRAND: Rendale | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black rubber blender, size 8 | BRAND: Brontek | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue steel trail shoes, size 11 | BRAND: Grohler | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: grey silicone cat tree, size 9 | BRAND: Rendale | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: blue rubber pet bed, size 5 | BRAND: Quorra | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: orange nylon cordless drill, size 11 | BRAND: PawHaven | REGION: UK -> CATEGORY: Power Tools | VERDICT: flagged
LISTING: orange nylon led strip, size 6 | BRAND: Quorra | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red nylon trail shoes, size 3 | BRAND: VoltEdge | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: black cotton trail shoes, size 5 | BRAND: Kestrel | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: yellow silicone lock pick set, size 4 | BRAND: Solvex | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey aluminum work gloves, size 10 | BRAND: Fenwick | REGION: AU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: black steel running shoes, size 9 | BRAND: Kestrel | REGION: AU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: red cotton trail shoes, size 3 | BRAND: Duxton | REGION: US -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue rubber toaster, size 1 | BRAND: Vornado | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: red aluminum pet bed, size 3 | BRAND: Solvex | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black aluminum heat gun, size 1 | BRAND: Mavano | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white steel circular saw, size 11 | BRAND: Brontek | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange rubber cordless drill, size 3 | BRAND: Mavano | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: red canvas dumbbell set, size 6 | BRAND: Grohler | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red canvas stun gun, size 5 | BRAND: Halvern | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: green canvas trail shoes, size 6 | BRAND: Luminara | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: flagged
LISTING: white silicone pet bed, size 6 | BRAND: Ostrell | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black steel blender, size 12 | BRAND: Mavano | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: red nylon trail shoes, size 4 | BRAND: Lorvex | REGION: CA -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange aluminum yoga mat, size 12 | BRAND: Lorvex | REGION: EU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green aluminum backpack, size 11 | BRAND: TrailKing | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white leather led strip, size 4 | BRAND: Duxton | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: green aluminum work gloves, size 1 | BRAND: Vornado | REGION: CA -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: red silicone resistance bands, size 8 | BRAND: Vestra | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black cotton circular saw, size 6 | BRAND: Adera | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: blue steel yoga mat, size 11 | BRAND: Krendal | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black cotton led strip, size 6 | BRAND: Kestrel | REGION: UK -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: black canvas duffel bag, size 6 | BRAND: Solvex | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red nylon air fryer, size 2 | BRAND: Grohler | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green silicone lock pick set, size 8 | BRAND: Jovita | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black rubber desk lamp, size 5 | BRAND: Duxton | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: grey cotton vape pen, size 7 | BRAND: Lorvex | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue cotton resistance bands, size 6 | BRAND: Rendale | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black nylon pet bed, size 2 | BRAND: Ironmark | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black leather resistance bands, size 8 | BRAND: Quorra | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: yellow nylon dog leash, size 5 | BRAND: Pinevale | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey nylon floor lamp, size 9 | BRAND: Tabor | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red cotton desk lamp, size 9 | BRAND: Rendale | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red leather angle grinder, size 9 | BRAND: Pinevale | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green rubber blender, size 2 | BRAND: Elmira | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow silicone yoga mat, size 11 | BRAND: Solvex | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: white leather welding gloves, size 6 | BRAND: Quorra | REGION: US -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: blue aluminum kettle, size 4 | BRAND: Lorvex | REGION: AU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: green canvas stun gun, size 1 | BRAND: Fenwick | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange cotton charging cable, size 1 | BRAND: Duxton | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: white leather angle grinder, size 5 | BRAND: Rendale | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green silicone dumbbell set, size 4 | BRAND: Ostrell | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: green silicone floor lamp, size 3 | BRAND: Ironmark | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: orange leather duffel bag, size 3 | BRAND: Duxton | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow rubber lock pick set, size 2 | BRAND: Ostrell | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red rubber trail shoes, size 10 | BRAND: Kestrel | REGION: UK -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: orange nylon phone case, size 8 | BRAND: PawHaven | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: flagged
LISTING: grey silicone stun gun, size 8 | BRAND: Tabor | REGION: US -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red nylon lock pick set, size 9 | BRAND: Grohler | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: white cotton blender, size 12 | BRAND: Vornado | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: red rubber toaster, size 3 | BRAND: Nordbay | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey nylon duffel bag, size 6 | BRAND: TrailKing | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: black rubber welding gloves, size 3 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: yellow canvas vape pen, size 1 | BRAND: Krendal | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: yellow canvas power bank, size 3 | BRAND: Vestra | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: blue aluminum pet bed, size 6 | BRAND: Vestra | REGION: AU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black nylon phone case, size 9 | BRAND: Duxton | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow silicone angle grinder, size 3 | BRAND: Corvale | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white rubber resistance bands, size 9 | BRAND: Rendale | REGION: CA -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: black steel vape pen, size 12 | BRAND: Tabor | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: black leather angle grinder, size 4 | BRAND: Krendal | REGION: US -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow silicone cordless drill, size 10 | BRAND: Lorvex | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: orange silicone stun gun, size 1 | BRAND: Quorra | REGION: AU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: red silicone floor lamp, size 2 | BRAND: Pinevale | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white aluminum backpack, size 3 | BRAND: Ironmark | REGION: AU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: orange canvas welding gloves, size 12 | BRAND: TrailKing | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: flagged
LISTING: green silicone charging cable, size 2 | BRAND: Tabor | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: green rubber angle grinder, size 6 | BRAND: Jovita | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white rubber blender, size 9 | BRAND: Kestrel | REGION: CA -> CATEGORY: Kitchen Appliances | VERDICT: flagged
LISTING: blue cotton angle grinder, size 3 | BRAND: Krendal | REGION: UK -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow canvas led strip, size 4 | BRAND: Luminara | REGION: EU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white rubber dog leash, size 5 | BRAND: Ostrell | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: red canvas backpack, size 6 | BRAND: Mavano | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white steel backpack, size 11 | BRAND: Rendale | REGION: UK -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: white leather trail shoes, size 1 | BRAND: Pinevale | REGION: EU -> CATEGORY: Athletic Footwear | VERDICT: allowed
LISTING: blue canvas toaster, size 2 | BRAND: Solvex | REGION: UK -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: grey canvas floor lamp, size 5 | BRAND: Brontek | REGION: AU -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: white steel pet bed, size 10 | BRAND: Luminara | REGION: CA -> CATEGORY: Pet Supplies | VERDICT: flagged
LISTING: grey nylon power bank, size 4 | BRAND: Elmira | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey leather dog leash, size 3 | BRAND: PawHaven | REGION: EU -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: black rubber resistance bands, size 9 | BRAND: Halvern | REGION: US -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: red steel charging cable, size 5 | BRAND: Jovita | REGION: US -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: yellow aluminum desk lamp, size 2 | BRAND: Vornado | REGION: EU -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: green canvas duffel bag, size 6 | BRAND: TrailKing | REGION: EU -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow rubber vape pen, size 3 | BRAND: Ironmark | REGION: EU -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: blue silicone kettle, size 6 | BRAND: Ostrell | REGION: US -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: blue rubber work gloves, size 4 | BRAND: Jovita | REGION: EU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red canvas laser pointer, size 12 | BRAND: Elmira | REGION: CA -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: orange steel welding gloves, size 5 | BRAND: Mavano | REGION: AU -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: red steel floor lamp, size 8 | BRAND: Lorvex | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: grey steel desk lamp, size 3 | BRAND: Mavano | REGION: US -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: red nylon led strip, size 4 | BRAND: Vornado | REGION: US -> CATEGORY: Home Lighting | VERDICT: flagged
LISTING: green leather duffel bag, size 4 | BRAND: Umbral | REGION: US -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: red aluminum angle grinder, size 11 | BRAND: Rendale | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: black silicone air fryer, size 7 | BRAND: Brontek | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: yellow aluminum yoga mat, size 7 | BRAND: Ostrell | REGION: UK -> CATEGORY: Fitness Gear | VERDICT: allowed
LISTING: orange steel welding gloves, size 1 | BRAND: Adera | REGION: UK -> CATEGORY: Safety Gloves | VERDICT: allowed
LISTING: yellow steel power bank, size 7 | BRAND: Quorra | REGION: EU -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: grey nylon phone case, size 11 | BRAND: VoltEdge | REGION: UK -> CATEGORY: Phone Accessories | VERDICT: allowed
LISTING: red cotton angle grinder, size 10 | BRAND: Vornado | REGION: AU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: yellow silicone toaster, size 5 | BRAND: Elmira | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: orange nylon angle grinder, size 12 | BRAND: Pinevale | REGION: EU -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: green aluminum floor lamp, size 11 | BRAND: Brontek | REGION: CA -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: blue cotton cat tree, size 3 | BRAND: Rendale | REGION: US -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: grey steel vape pen, size 1 | BRAND: Tabor | REGION: UK -> CATEGORY: Restricted Items | VERDICT: flagged
LISTING: grey cotton angle grinder, size 11 | BRAND: Halvern | REGION: CA -> CATEGORY: Power Tools | VERDICT: allowed
LISTING: white aluminum desk lamp, size 12 | BRAND: Luminara | REGION: UK -> CATEGORY: Home Lighting | VERDICT: allowed
LISTING: yellow rubber duffel bag, size 9 | BRAND: Jovita | REGION: CA -> CATEGORY: Bags & Luggage | VERDICT: allowed
LISTING: yellow nylon kettle, size 7 | BRAND: Pinevale | REGION: EU -> CATEGORY: Kitchen Appliances | VERDICT: allowed
LISTING: white silicone yoga mat, size 12 | BRAND: PawHaven | REGION: AU -> CATEGORY: Fitness Gear | VERDICT: flagged
LISTING: yellow canvas pet bed, size 11 | BRAND: Halvern | REGION: UK -> CATEGORY: Pet Supplies | VERDICT: allowed
LISTING: yellow steel angle grinder, size 10 | BRAND: TrailKing | REGION: CA -> CATEGORY: Power Tools | VERDICT: flagged
